static,update,url,pfp_url,init_game,init_monkey,init_bloon,name,game_count,monkeys_placed,bloons_popped,time,time_game_time,tiers,tiers_game_time,cash,cash_game_time,daily_chest,init_follower,follower,time_ago,init_dart,init_boomer,init_bomb,init_tack,init_ice,init_glue,init_sniper,init_sub,init_boat,init_ace,init_heli,init_mortar,init_dartling,init_wizard,init_super,init_ninja,init_alch,init_druid,init_merm,init_farm,init_spac,init_village,init_engie,init_beast,init_brickell,init_adora,init_benjamin,init_churchill,init_corvus,init_etienne,init_ezili,init_geraldo,init_gwendolin,init_obyn,init_pat,init_psi,init_quincy,init_rosalia,init_sauda,init_jones,dart,boomer,bomb,tack,ice,glue,sniper,sub,boat,ace,heli,mortar,dartling,wizard,super,ninja,alch,druid,merm,farm,spac,village,engie,beast,brickell,adora,benjamin,churchill,corvus,etienne,ezili,geraldo,gwendolin,obyn,pat,psi,quincy,rosalia,sauda,jones,last_online,last_online_time,last_update,scoringType
,0,https://data.ninjakiwi.com/btd6/users/9fb910dfdfc3a8f04b458d195d22e77e99061fb89716db3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ff853797e300ae69f8fbe20acabac75b_ProfileAvatar106.png,3914,30909,523892086,NMDNBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297905,1298400,247.0,7,0.0,,2880,823,294,886,673,445,2641,1993,1570,1823,555,161,234,876,511,594,1554,2271,440,2290,1061,2299,968,472,2,12,365,73,68,977,90,89,159,97,30,129,193,118,190,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fb81e8f8cc4abf41f43db1a5e74e77499011cba9c448a3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/c222d33c20b59c0a4d8d85fcb20e9ef4_ProfileAvatar33.png,2369,21954,227734406,Player,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298230,1026100,120.0,6,0.0,,2948,1363,737,969,960,268,1169,559,1837,1245,743,181,223,825,307,577,444,1181,378,1937,523,938,460,91,19,30,122,114,4,36,4,13,41,59,20,144,32,15,401,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fba468c8b91fea0104a8e4d0d26b472cb564be99a46d13f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png,4680,39636,417411800,madasd,3.0,27.0,552756.0,0.0,0.0,0.0,0.0,298960,960700,513.0,2,0.0,,3198,1377,743,943,355,461,1586,961,4019,1189,689,360,549,767,631,1853,1719,1576,293,7937,694,3094,1086,550,45,63,508,80,7,93,160,198,125,516,109,225,268,37,473,98,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fbd12dd8dc3ffac4a13de1d5c75b770c85119b4c818dc3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/26293623868238ca9e57e6a4f8c65eef_ProfileAvatar04.png,11123,41373,367990902,Shrimposaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300900,1042900,1449.0,0,0.0,,2898,1449,946,1100,1273,1130,2386,1883,4168,1485,674,595,826,1222,1458,1399,2458,1097,193,6307,1417,1821,1106,280,33,37,394,39,8,198,54,161,83,123,99,98,126,21,217,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fb811888a96f8f11d42de1a5e7bee24cf031fb496178b6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png,5311,38975,665825073,Henry,0.0,1.0,469822.0,0.0,0.0,0.0,0.0,302885,1221100,151.0,6,0.0,,4235,1298,606,1678,796,739,2831,1426,2018,2050,920,210,496,1792,1320,1013,1840,2617,430,2086,1678,1922,855,623,98,50,237,55,13,808,6,76,78,421,15,396,252,64,873,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fb8158bd9c5fca211138d1e5b20b022c40c48ed96168c6d,nan,2736,18704,190523214,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304685,1462300,0.0,1,0.0,,1742,540,680,932,210,455,665,633,846,342,178,169,82,799,264,2129,523,941,226,2646,395,816,237,188,79,119,195,21,3,89,10,11,119,141,397,54,77,10,689,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fbd458d89c3faa61f438d42597be2259d011dbb9c45db38,nan,1817,11937,130243316,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308596,1374200,0.0,0,0.0,,1503,732,304,253,124,192,532,238,1037,352,199,43,220,334,203,479,451,320,32,2209,242,506,285,231,8,10,73,93,1,37,3,9,28,64,28,11,41,13,466,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fba45838ac0abad1e45884f5d73ee75ca004eba9d16db6e,nan,3929,21669,257229091,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308660,916400,0.0,16,0.0,,1939,825,382,330,385,438,1754,734,1337,736,290,157,251,941,183,621,573,887,276,3728,747,1327,982,324,8,2,172,32,34,21,9,13,49,477,11,38,128,4,489,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9fb8428dd69efdf34b4a8e1a5b22e4229e0349bd9c16df30,nan,2081,17683,174002120,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309646,1188200,0.0,0,0.0,,2167,911,786,575,263,417,956,653,2191,389,575,242,239,514,249,315,348,667,245,1893,229,1162,366,124,44,165,117,5,0,56,6,183,128,87,12,7,275,42,15,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,nan
,0,https://data.ninjakiwi.com/btd6/users/9ceb158b8bc0fea14e17da485771e125cd0014b4cb13df31,nan,4798,32530,241045347,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310529,1108100,0.0,6,0.0,,3199,1436,877,553,631,540,1779,1520,1377,785,330,153,386,686,696,1333,1311,978,195,5939,616,1523,650,65,115,238,426,32,19,71,5,53,56,181,22,39,177,28,175,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,nan
